"","legper","party_name","originalname","fullname","nickname","surname","shared","lengthofname","match","alternativematch"
"3969",13,"Fine Gael","Mr. David John Madden","David John Madden",NA,"Madden",0,3,"Deputy Madden","Deputy David John Madden"
"3970",13,"Fianna Fáil","Mr. Patrick J. Gorry","Patrick J. Gorry",NA,"Gorry",0,3,"Deputy Gorry","Deputy Patrick J. Gorry"
"3971",13,"Fine Gael","Mr. Patrick J. Crotty","Patrick J. Crotty",NA,"Crotty",0,3,"Deputy Crotty","Deputy Patrick J. Crotty"
"3972",13,"Fine Gael","Mr. Patrick James (Joseph) O'Gorman","Patrick James O'Gorman","Joseph","O'Gorman",0,3,"Deputy O'Gorman","Deputy Patrick James O'Gorman"
"3973",13,"Fianna Fáil","Ms. Bridget Mary Rice","Bridget Mary Rice",NA,"Rice",0,3,"Deputy Rice","Deputy Bridget Mary Rice"
"3974",13,"Fianna Fáil","Mr. Michael F. Lydon","Michael F. Lydon",NA,"Lydon",0,3,"Deputy Lydon","Deputy Michael F. Lydon"
"3975",13,"Fine Gael","Mr. Joseph W. Mongan","Joseph W. Mongan",NA,"Mongan",0,3,"Deputy Mongan","Deputy Joseph W. Mongan"
"3976",13,"Fine Gael","Bridget Mary Redmond","Bridget Mary Redmond",NA,"Redmond",0,3,"Deputy Redmond","Deputy Bridget Mary Redmond"
"3977",13,"Fianna Fáil","Mr. Patrick J. Ruttledge","Patrick J. Ruttledge",NA,"Ruttledge",0,3,"Deputy Ruttledge","Deputy Patrick J. Ruttledge"
"3978",14,"Fianna Fáil","Mr. Seán F. Lemass","Seán F. Lemass",NA,"Lemass",0,3,"Deputy Lemass","Deputy Seán F. Lemass"
"3979",14,"Fine Gael","Mr. James M. Dillon","James M. Dillon",NA,"Dillon",0,3,"Deputy Dillon","Deputy James M. Dillon"
"3980",14,"Clann na Talmhúain","Mr. Patrick Desmond Lehane","Patrick Desmond Lehane",NA,"Lehane",0,3,"Deputy Lehane","Deputy Patrick Desmond Lehane"
"3981",14,"Fianna Fáil","Mr. Patrick J. Burke","Patrick J. Burke",NA,"Burke",0,3,"Deputy Burke","Deputy Patrick J. Burke"
"3982",14,"Fianna Fáil","Mr. Martin John Corry","Martin John Corry",NA,"Corry",0,3,"Deputy Corry","Deputy Martin John Corry"
"3983",14,"Fianna Fáil","Mr. Michael J. Davern","Michael J. Davern",NA,"Davern",0,3,"Deputy Davern","Deputy Michael J. Davern"
"3984",14,"Fianna Fáil","Mr. Erskine Hamilton Childers","Erskine Hamilton Childers",NA,"Childers",0,3,"Deputy Childers","Deputy Erskine Hamilton Childers"
"3985",14,"Fine Gael","Mr. Patrick W. Palmer","Patrick W. Palmer",NA,"Palmer",0,3,"Deputy Palmer","Deputy Patrick W. Palmer"
"3986",14,"The Labour Party","Mr. Thomas Anthony Kyne","Thomas Anthony Kyne",NA,"Kyne",0,3,"Deputy Kyne","Deputy Thomas Anthony Kyne"
"3987",14,"Fianna Fáil","Mr. Patrick J. Ruttledge","Patrick J. Ruttledge",NA,"Ruttledge",0,3,"Deputy Ruttledge","Deputy Patrick J. Ruttledge"
"3988",14,"Fine Gael","Mr. Patrick J. Crotty","Patrick J. Crotty",NA,"Crotty",0,3,"Deputy Crotty","Deputy Patrick J. Crotty"
"3989",14,"Fine Gael","Sir Anthony Charles Esmonde","Anthony Charles Esmonde",NA,"Esmonde",0,3,"Deputy Esmonde","Deputy Anthony Charles Esmonde"
"3990",14,"Fianna Fáil","Mr. Neil T. Blaney","Neil T. Blaney",NA,"Blaney",0,3,"Deputy Blaney","Deputy Neil T. Blaney"
"3991",14,"Fine Gael","Mr. Patrick James (Joseph) O'Gorman","Patrick James O'Gorman","Joseph","O'Gorman",0,3,"Deputy O'Gorman","Deputy Patrick James O'Gorman"
"3992",14,"Fianna Fáil","Mr. Donnchadh Ó Briain","Donnchadh Ó Briain",NA,"Briain",0,3,"Deputy Briain","Deputy Donnchadh Ó Briain"
"3993",14,"Fianna Fáil","Ms. Bridget Mary Rice","Bridget Mary Rice",NA,"Rice",0,3,"Deputy Rice","Deputy Bridget Mary Rice"
"3994",14,"Fianna Fáil","Mr. Patrick J. Little","Patrick J. Little",NA,"Little",0,3,"Deputy Little","Deputy Patrick J. Little"
"3995",14,"Fine Gael","Mr. James M. Hession","James M. Hession",NA,"Hession",0,3,"Deputy Hession","Deputy James M. Hession"
"3996",14,"Fianna Fáil","Mr. Patrick J. Maguire","Patrick J. Maguire",NA,"Maguire",0,3,"Deputy Maguire","Deputy Patrick J. Maguire"
"3997",14,"Fianna Fáil","Mr. Michael Joseph Kennedy","Michael Joseph Kennedy",NA,"Kennedy",0,3,"Deputy Kennedy","Deputy Michael Joseph Kennedy"
"3998",14,"Fine Gael","Mr. Peadar S. Doyle","Peadar S. Doyle",NA,"Doyle",0,3,"Deputy Doyle","Deputy Peadar S. Doyle"
"3999",14,"Fine Gael","Mr. Seán (Major-General) Mac Eoin","Seán Mac Eoin",NA,"Eoin",0,3,"Deputy Eoin","Deputy Seán Mac Eoin"
"4000",14,"Fianna Fáil","Ms. Honor Mary Crowley","Honor Mary Crowley",NA,"Crowley",0,3,"Deputy Crowley","Deputy Honor Mary Crowley"
"4001",14,"Fianna Fáil","Dr. Patrick J. Hillery","Patrick J. Hillery",NA,"Hillery",0,3,"Deputy Hillery","Deputy Patrick J. Hillery"
"4002",14,"Fine Gael","Mr. David John Madden","David John Madden",NA,"Madden",0,3,"Deputy Madden","Deputy David John Madden"
"4003",14,"Fine Gael","Mr. Patrick James Rogers","Patrick James Rogers",NA,"Rogers",0,3,"Deputy Rogers","Deputy Patrick James Rogers"
"4004",14,"Fianna Fáil","Mr. Phelim A. Calleary","Phelim A. Calleary",NA,"Calleary",0,3,"Deputy Calleary","Deputy Phelim A. Calleary"
"4005",14,"Fine Gael","Mr. Stephen D. Barrett","Stephen D. Barrett",NA,"Barrett",0,3,"Deputy Barrett","Deputy Stephen D. Barrett"
"4006",15,"Sinn Féin","Mr. Eamon de Valera","Eamon de Valera",NA,"Valera",0,3,"Deputy Valera","Deputy Eamon de Valera"
"4007",15,"Fine Gael","Mr. Denis J. O'Sullivan","Denis J. O'Sullivan",NA,"O'Sullivan",0,3,"Deputy O'Sullivan","Deputy Denis J. O'Sullivan"
"4008",15,"Fine Gael","Mr. James M. Dillon","James M. Dillon",NA,"Dillon",0,3,"Deputy Dillon","Deputy James M. Dillon"
"4009",15,"Fianna Fáil","Mr. Donnchadh Ó Briain","Donnchadh Ó Briain",NA,"Briain",0,3,"Deputy Briain","Deputy Donnchadh Ó Briain"
"4010",15,"The Labour Party","Mr. Thomas Anthony Kyne","Thomas Anthony Kyne",NA,"Kyne",0,3,"Deputy Kyne","Deputy Thomas Anthony Kyne"
"4011",15,"Fine Gael","Mr. David John Madden","David John Madden",NA,"Madden",0,3,"Deputy Madden","Deputy David John Madden"
"4012",15,"Fine Gael","Mr. Seán (Major-General) Mac Eoin","Seán Mac Eoin",NA,"Eoin",0,3,"Deputy Eoin","Deputy Seán Mac Eoin"
"4013",15,"Fianna Fáil","Mr. Michael Joseph Kennedy","Michael Joseph Kennedy",NA,"Kennedy",0,3,"Deputy Kennedy","Deputy Michael Joseph Kennedy"
"4014",15,"Fianna Fáil","Mr. Bernard John (Ben) Maguire","Bernard John Maguire","Ben","Maguire",0,3,"Deputy Maguire","Deputy Bernard John Maguire"
"4015",15,"Fine Gael","Mr. Patrick S. Donegan","Patrick S. Donegan",NA,"Donegan",0,3,"Deputy Donegan","Deputy Patrick S. Donegan"
"4016",15,"Fine Gael","Mr. Patrick W. Palmer","Patrick W. Palmer",NA,"Palmer",0,3,"Deputy Palmer","Deputy Patrick W. Palmer"
"4017",15,"Fine Gael","Mr. Peadar S. Doyle","Peadar S. Doyle",NA,"Doyle",0,3,"Deputy Doyle","Deputy Peadar S. Doyle"
"4018",15,"Fianna Fáil","Mr. Erskine Hamilton Childers","Erskine Hamilton Childers",NA,"Childers",0,3,"Deputy Childers","Deputy Erskine Hamilton Childers"
"4019",15,"Fianna Fáil","Mr. Martin John Corry","Martin John Corry",NA,"Corry",0,3,"Deputy Corry","Deputy Martin John Corry"
"4020",15,"Fine Gael","Mr. Stephen D. Barrett","Stephen D. Barrett",NA,"Barrett",0,3,"Deputy Barrett","Deputy Stephen D. Barrett"
"4021",15,"Fianna Fáil","Mr. John W. Moher","John W. Moher",NA,"Moher",0,3,"Deputy Moher","Deputy John W. Moher"
"4022",15,"Fine Gael","Mr. Brendan M. Glynn","Brendan M. Glynn",NA,"Glynn",0,3,"Deputy Glynn","Deputy Brendan M. Glynn"
"4023",15,"Fianna Fáil","Mr. Phelim A. Calleary","Phelim A. Calleary",NA,"Calleary",0,3,"Deputy Calleary","Deputy Phelim A. Calleary"
"4024",15,"Fianna Fáil","Mr. Neil T. Blaney","Neil T. Blaney",NA,"Blaney",0,3,"Deputy Blaney","Deputy Neil T. Blaney"
"4025",15,"Fianna Fáil","Mr. Michael J. Davern","Michael J. Davern",NA,"Davern",0,3,"Deputy Davern","Deputy Michael J. Davern"
"4026",15,"Fine Gael","Mr. Patrick J. Crotty","Patrick J. Crotty",NA,"Crotty",0,3,"Deputy Crotty","Deputy Patrick J. Crotty"
"4027",15,"Fianna Fáil","Dr. Patrick J. Hillery","Patrick J. Hillery",NA,"Hillery",0,3,"Deputy Hillery","Deputy Patrick J. Hillery"
"4028",15,"Fine Gael","Sir Anthony Charles Esmonde","Anthony Charles Esmonde",NA,"Esmonde",0,3,"Deputy Esmonde","Deputy Anthony Charles Esmonde"
"4029",15,"Fine Gael","Mr. Thomas A. Finlay","Thomas A. Finlay",NA,"Finlay",0,3,"Deputy Finlay","Deputy Thomas A. Finlay"
"4030",15,"Fine Gael","Mr. Patrick James Lindsay","Patrick James Lindsay",NA,"Lindsay",0,3,"Deputy Lindsay","Deputy Patrick James Lindsay"
"4031",15,"Fine Gael","Mr. James M. Hession","James M. Hession",NA,"Hession",0,3,"Deputy Hession","Deputy James M. Hession"
"4032",15,"The Labour Party","Mr. James P. Pattison","James P. Pattison",NA,"Pattison",0,3,"Deputy Pattison","Deputy James P. Pattison"
"4033",16,"Sinn Féin","Mr. Eamon de Valera","Eamon de Valera",NA,"Valera",0,3,"Deputy Valera","Deputy Eamon de Valera"
"4034",16,"Fine Gael","Mr. James M. Dillon","James M. Dillon",NA,"Dillon",0,3,"Deputy Dillon","Deputy James M. Dillon"
"4035",16,"Independent","Mr. George Edward Russell","George Edward Russell",NA,"Russell",0,3,"Deputy Russell","Deputy George Edward Russell"
"4036",16,"Fianna Fáil","Mr. Donnchadh Ó Briain","Donnchadh Ó Briain",NA,"Briain",0,3,"Deputy Briain","Deputy Donnchadh Ó Briain"
"4037",16,"Fianna Fáil","Mr. Martin John Corry","Martin John Corry",NA,"Corry",0,3,"Deputy Corry","Deputy Martin John Corry"
"4038",16,"Fine Gael","Mr. Stephen D. Barrett","Stephen D. Barrett",NA,"Barrett",0,3,"Deputy Barrett","Deputy Stephen D. Barrett"
"4039",16,"Fianna Fáil","Mr. Michael Joseph Kennedy","Michael Joseph Kennedy",NA,"Kennedy",0,3,"Deputy Kennedy","Deputy Michael Joseph Kennedy"
"4040",16,"Fianna Fáil","Mr. Erskine Hamilton Childers","Erskine Hamilton Childers",NA,"Childers",0,3,"Deputy Childers","Deputy Erskine Hamilton Childers"
"4041",16,"Fine Gael","Mr. Denis J. O'Sullivan","Denis J. O'Sullivan",NA,"O'Sullivan",0,3,"Deputy O'Sullivan","Deputy Denis J. O'Sullivan"
"4042",16,"Fine Gael","Mr. Patrick James Lindsay","Patrick James Lindsay",NA,"Lindsay",0,3,"Deputy Lindsay","Deputy Patrick James Lindsay"
"4043",16,"Fianna Fáil","Mr. Daniel J. Moloney","Daniel J. Moloney",NA,"Moloney",0,3,"Deputy Moloney","Deputy Daniel J. Moloney"
"4044",16,"Fine Gael","Mr. Maurice Edward Dockrell","Maurice Edward Dockrell",NA,"Dockrell",0,3,"Deputy Dockrell","Deputy Maurice Edward Dockrell"
"4045",16,"Fianna Fáil","Mr. Michael F. Kitt","Michael F. Kitt",NA,"Kitt",0,3,"Deputy Kitt","Deputy Michael F. Kitt"
"4046",16,"Fianna Fáil","Mr. Neil T. Blaney","Neil T. Blaney",NA,"Blaney",0,3,"Deputy Blaney","Deputy Neil T. Blaney"
"4047",16,"Fianna Fáil","Mr. Charles J. Haughey","Charles J. Haughey",NA,"Haughey",0,3,"Deputy Haughey","Deputy Charles J. Haughey"
"4048",16,"Fine Gael","Mr. Patrick W. Palmer","Patrick W. Palmer",NA,"Palmer",0,3,"Deputy Palmer","Deputy Patrick W. Palmer"
"4049",16,"The Labour Party","Mr. Thomas Anthony Kyne","Thomas Anthony Kyne",NA,"Kyne",0,3,"Deputy Kyne","Deputy Thomas Anthony Kyne"
"4050",16,"Fianna Fáil","Dr. Patrick J. Hillery","Patrick J. Hillery",NA,"Hillery",0,3,"Deputy Hillery","Deputy Patrick J. Hillery"
"4051",16,"Fianna Fáil","Mr. Phelim A. Calleary","Phelim A. Calleary",NA,"Calleary",0,3,"Deputy Calleary","Deputy Phelim A. Calleary"
"4052",16,"Fianna Fáil","Augustine .A. (Gus) Healy","Augustine .A. Healy","Gus","Healy",0,3,"Deputy Healy","Deputy Augustine .A. Healy"
"4053",16,"Fine Gael","Mr. Seán (Major-General) Mac Eoin","Seán Mac Eoin",NA,"Eoin",0,3,"Deputy Eoin","Deputy Seán Mac Eoin"
"4054",16,"Fianna Fáil","Mr. Lionel O. Booth","Lionel O. Booth",NA,"Booth",0,3,"Deputy Booth","Deputy Lionel O. Booth"
"4055",16,"Fine Gael","Mr. Patrick J. Crotty","Patrick J. Crotty",NA,"Crotty",0,3,"Deputy Crotty","Deputy Patrick J. Crotty"
"4056",16,"Fianna Fáil","Mr. Michael J. Davern","Michael J. Davern",NA,"Davern",0,3,"Deputy Davern","Deputy Michael J. Davern"
"4057",16,"Fine Gael","Sir Anthony Charles Esmonde","Anthony Charles Esmonde",NA,"Esmonde",0,3,"Deputy Esmonde","Deputy Anthony Charles Esmonde"
"4058",16,"Fine Gael","Mr. Denis Francis Jones","Denis Francis Jones",NA,"Jones",0,3,"Deputy Jones","Deputy Denis Francis Jones"
"4059",16,"Fine Gael","Mr. Patrick James Rogers","Patrick James Rogers",NA,"Rogers",0,3,"Deputy Rogers","Deputy Patrick James Rogers"
"4060",16,"Fianna Fáil","Mr. John W. Moher","John W. Moher",NA,"Moher",0,3,"Deputy Moher","Deputy John W. Moher"
"4061",16,"Fianna Fáil","Mr. James J. Collins","James J. Collins",NA,"Collins",0,3,"Deputy Collins","Deputy James J. Collins"
"4062",16,"Fianna Fáil","Ms. Honor Mary Crowley","Honor Mary Crowley",NA,"Crowley",0,3,"Deputy Crowley","Deputy Honor Mary Crowley"
"4063",16,"Fianna Fáil","Mr. Patrick J. Cummins","Patrick J. Cummins",NA,"Cummins",0,3,"Deputy Cummins","Deputy Patrick J. Cummins"
"4064",16,"Fianna Fáil","Mr. Anthony G. Millar","Anthony G. Millar",NA,"Millar",0,3,"Deputy Millar","Deputy Anthony G. Millar"
"4065",16,"Fianna Fáil","Mr. Henry Martin Johnston","Henry Martin Johnston",NA,"Johnston",0,3,"Deputy Johnston","Deputy Henry Martin Johnston"
"4066",16,"Fianna Fáil","Mr. Seán Ó Ceallaigh","Seán Ó Ceallaigh",NA,"Ceallaigh",0,3,"Deputy Ceallaigh","Deputy Seán Ó Ceallaigh"
"4067",16,"Fianna Fáil","Mr. Laurence Joseph Walsh","Laurence Joseph Walsh",NA,"Walsh",0,3,"Deputy Walsh","Deputy Laurence Joseph Walsh"
"4068",17,"Fine Gael","Mr. James M. Dillon","James M. Dillon",NA,"Dillon",0,3,"Deputy Dillon","Deputy James M. Dillon"
"4069",17,"Fine Gael","Mr. Seán (Major-General) Mac Eoin","Seán Mac Eoin",NA,"Eoin",0,3,"Deputy Eoin","Deputy Seán Mac Eoin"
"4070",17,"Fine Gael","Mr. Stephen D. Barrett","Stephen D. Barrett",NA,"Barrett",0,3,"Deputy Barrett","Deputy Stephen D. Barrett"
"4071",17,"Fianna Fáil","Mr. Joseph R. Lenehan","Joseph R. Lenehan",NA,"Lenehan",0,3,"Deputy Lenehan","Deputy Joseph R. Lenehan"
"4072",17,"Fine Gael","Mr. Michael Joseph O'Higgins","Michael Joseph O'Higgins",NA,"O'Higgins",0,3,"Deputy O'Higgins","Deputy Michael Joseph O'Higgins"
"4073",17,"Fine Gael","Mr. Patrick S. Donegan","Patrick S. Donegan",NA,"Donegan",0,3,"Deputy Donegan","Deputy Patrick S. Donegan"
"4074",17,"The Labour Party","Mr. Thomas Anthony Kyne","Thomas Anthony Kyne",NA,"Kyne",0,3,"Deputy Kyne","Deputy Thomas Anthony Kyne"
"4075",17,"Fianna Fáil","Mr. Martin John Corry","Martin John Corry",NA,"Corry",0,3,"Deputy Corry","Deputy Martin John Corry"
"4076",17,"Fine Gael","Sir Anthony Charles Esmonde","Anthony Charles Esmonde",NA,"Esmonde",0,3,"Deputy Esmonde","Deputy Anthony Charles Esmonde"
"4077",17,"Fianna Fáil","Mr. Patrick J. Cummins","Patrick J. Cummins",NA,"Cummins",0,3,"Deputy Cummins","Deputy Patrick J. Cummins"
"4078",17,"Fine Gael","Mr. Denis J. O'Sullivan","Denis J. O'Sullivan",NA,"O'Sullivan",0,3,"Deputy O'Sullivan","Deputy Denis J. O'Sullivan"
"4079",17,"Fine Gael","Mr. Mark A. Clinton","Mark A. Clinton",NA,"Clinton",0,3,"Deputy Clinton","Deputy Mark A. Clinton"
"4080",17,"Fianna Fáil","Mr. Erskine Hamilton Childers","Erskine Hamilton Childers",NA,"Childers",0,3,"Deputy Childers","Deputy Erskine Hamilton Childers"
"4081",17,"Fianna Fáil","Mr. Charles J. Haughey","Charles J. Haughey",NA,"Haughey",0,3,"Deputy Haughey","Deputy Charles J. Haughey"
"4082",17,"Fianna Fáil","Vivion de Valera","Vivion de Valera",NA,"Valera",0,3,"Deputy Valera","Deputy Vivion de Valera"
"4083",17,"Fine Gael","Mr. Patrick J. Crotty","Patrick J. Crotty",NA,"Crotty",0,3,"Deputy Crotty","Deputy Patrick J. Crotty"
"4084",17,"Fine Gael","Mr. Patrick Joseph Reynolds","Patrick Joseph Reynolds",NA,"Reynolds",0,3,"Deputy Reynolds","Deputy Patrick Joseph Reynolds"
"4085",17,"Fianna Fáil","Mr. Neil T. Blaney","Neil T. Blaney",NA,"Blaney",0,3,"Deputy Blaney","Deputy Neil T. Blaney"
"4086",17,"Fianna Fáil","Mr. Michael F. Kitt","Michael F. Kitt",NA,"Kitt",0,3,"Deputy Kitt","Deputy Michael F. Kitt"
"4087",17,"Fianna Fáil","Dr. Patrick J. Hillery","Patrick J. Hillery",NA,"Hillery",0,3,"Deputy Hillery","Deputy Patrick J. Hillery"
"4088",17,"Fianna Fáil","Mr. Donnchadh Ó Briain","Donnchadh Ó Briain",NA,"Briain",0,3,"Deputy Briain","Deputy Donnchadh Ó Briain"
"4089",17,"Fine Gael","Mr. Denis Francis Jones","Denis Francis Jones",NA,"Jones",0,3,"Deputy Jones","Deputy Denis Francis Jones"
"4090",17,"Fianna Fáil","Mr. Lionel O. Booth","Lionel O. Booth",NA,"Booth",0,3,"Deputy Booth","Deputy Lionel O. Booth"
"4091",17,"Fianna Fáil","Mr. John W. Moher","John W. Moher",NA,"Moher",0,3,"Deputy Moher","Deputy John W. Moher"
"4092",17,"Fianna Fáil","Mr. Phelim A. Calleary","Phelim A. Calleary",NA,"Calleary",0,3,"Deputy Calleary","Deputy Phelim A. Calleary"
"4093",17,"Fine Gael","Mr. James Joseph O'Keeffe","James Joseph O'Keeffe",NA,"O'Keeffe",0,3,"Deputy O'Keeffe","Deputy James Joseph O'Keeffe"
"4094",17,"Fianna Fáil","Mr. Patrick J. Lalor","Patrick J. Lalor",NA,"Lalor",0,3,"Deputy Lalor","Deputy Patrick J. Lalor"
"4095",17,"Fianna Fáil","Mr. Michael J. Davern","Michael J. Davern",NA,"Davern",0,3,"Deputy Davern","Deputy Michael J. Davern"
"4096",17,"Fianna Fáil","Mr. Anthony G. Millar","Anthony G. Millar",NA,"Millar",0,3,"Deputy Millar","Deputy Anthony G. Millar"
"4097",17,"Fianna Fáil","Mr. Seán Ó Ceallaigh","Seán Ó Ceallaigh",NA,"Ceallaigh",0,3,"Deputy Ceallaigh","Deputy Seán Ó Ceallaigh"
"4098",17,"Fianna Fáil","Mr. Michael Joseph Kennedy","Michael Joseph Kennedy",NA,"Kennedy",0,3,"Deputy Kennedy","Deputy Michael Joseph Kennedy"
"4099",17,"Fianna Fáil","Ms. Honor Mary Crowley","Honor Mary Crowley",NA,"Crowley",0,3,"Deputy Crowley","Deputy Honor Mary Crowley"
"4100",18,"Fine Gael","Mr. James M. Dillon","James M. Dillon",NA,"Dillon",0,3,"Deputy Dillon","Deputy James M. Dillon"
"4101",18,"Fine Gael","Mr. Patrick James Lindsay","Patrick James Lindsay",NA,"Lindsay",0,3,"Deputy Lindsay","Deputy Patrick James Lindsay"
"4102",18,"Fianna Fáil","Mr. Erskine Hamilton Childers","Erskine Hamilton Childers",NA,"Childers",0,3,"Deputy Childers","Deputy Erskine Hamilton Childers"
"4103",18,"Fianna Fáil","Mr. Neil T. Blaney","Neil T. Blaney",NA,"Blaney",0,3,"Deputy Blaney","Deputy Neil T. Blaney"
"4104",18,"Fianna Fáil","Dr. Patrick J. Hillery","Patrick J. Hillery",NA,"Hillery",0,3,"Deputy Hillery","Deputy Patrick J. Hillery"
"4105",18,"Fianna Fáil","Mr. Patrick J. Lalor","Patrick J. Lalor",NA,"Lalor",0,3,"Deputy Lalor","Deputy Patrick J. Lalor"
"4106",18,"Fine Gael","Mr. Mark A. Clinton","Mark A. Clinton",NA,"Clinton",0,3,"Deputy Clinton","Deputy Mark A. Clinton"
"4107",18,"Fianna Fáil","Mr. Charles J. Haughey","Charles J. Haughey",NA,"Haughey",0,3,"Deputy Haughey","Deputy Charles J. Haughey"
"4108",18,"Fine Gael","Mr. Denis Francis Jones","Denis Francis Jones",NA,"Jones",0,3,"Deputy Jones","Deputy Denis Francis Jones"
"4109",18,"Fine Gael","Mr. Patrick J. Crotty","Patrick J. Crotty",NA,"Crotty",0,3,"Deputy Crotty","Deputy Patrick J. Crotty"
"4110",18,"Fianna Fáil","Mr. Martin John Corry","Martin John Corry",NA,"Corry",0,3,"Deputy Corry","Deputy Martin John Corry"
"4111",18,"Fianna Fáil","Mr. Lionel O. Booth","Lionel O. Booth",NA,"Booth",0,3,"Deputy Booth","Deputy Lionel O. Booth"
"4112",18,"Fine Gael","Mr. Patrick S. Donegan","Patrick S. Donegan",NA,"Donegan",0,3,"Deputy Donegan","Deputy Patrick S. Donegan"
"4113",18,"Fine Gael","Mr. John F. Donnellan","John F. Donnellan",NA,"Donnellan",0,3,"Deputy Donnellan","Deputy John F. Donnellan"
"4114",18,"Fianna Fáil","Mr. Michael F. Kitt","Michael F. Kitt",NA,"Kitt",0,3,"Deputy Kitt","Deputy Michael F. Kitt"
"4115",18,"The Labour Party","Dr. John F. O'Connell (Deceased)","John F. O'Connell ",NA,"O'Connell",0,3,"Deputy O'Connell","Deputy John F. O'Connell "
"4116",18,"Fianna Fáil","Mr. Seán Ó Ceallaigh","Seán Ó Ceallaigh",NA,"Ceallaigh",0,3,"Deputy Ceallaigh","Deputy Seán Ó Ceallaigh"
"4117",18,"Fine Gael","Mr. Michael Dalgan Lyons","Michael Dalgan Lyons",NA,"Lyons",0,3,"Deputy Lyons","Deputy Michael Dalgan Lyons"
"4118",18,"Fianna Fáil","Mr. Donnchadh Ó Briain","Donnchadh Ó Briain",NA,"Briain",0,3,"Deputy Briain","Deputy Donnchadh Ó Briain"
"4119",18,"Fianna Fáil","Vivion de Valera","Vivion de Valera",NA,"Valera",0,3,"Deputy Valera","Deputy Vivion de Valera"
"4120",18,"The Labour Party","Mr. Thomas Anthony Kyne","Thomas Anthony Kyne",NA,"Kyne",0,3,"Deputy Kyne","Deputy Thomas Anthony Kyne"
"4121",18,"Fine Gael","Mr. Patrick Joseph Reynolds","Patrick Joseph Reynolds",NA,"Reynolds",0,3,"Deputy Reynolds","Deputy Patrick Joseph Reynolds"
"4122",18,"Fine Gael","Sir Anthony Charles Esmonde","Anthony Charles Esmonde",NA,"Esmonde",0,3,"Deputy Esmonde","Deputy Anthony Charles Esmonde"
"4123",18,"Fianna Fáil","Mr. James J. Kennedy","James J. Kennedy",NA,"Kennedy",0,3,"Deputy Kennedy","Deputy James J. Kennedy"
"4124",18,"Fianna Fáil","Mr. Anthony G. Millar","Anthony G. Millar",NA,"Millar",0,3,"Deputy Millar","Deputy Anthony G. Millar"
"4125",18,"Fianna Fáil","Augustine .A. (Gus) Healy","Augustine .A. Healy","Gus","Healy",0,3,"Deputy Healy","Deputy Augustine .A. Healy"
"4126",18,"Fianna Fáil","Mr. Phelim A. Calleary","Phelim A. Calleary",NA,"Calleary",0,3,"Deputy Calleary","Deputy Phelim A. Calleary"
"4127",18,"Fianna Fáil","Mr. Philip A. Brady","Philip A. Brady",NA,"Brady",0,3,"Deputy Brady","Deputy Philip A. Brady"
"4128",19,"The Labour Party","Mr. Michael Pat Murphy","Michael Pat Murphy",NA,"Murphy",0,3,"Deputy Murphy","Deputy Michael Pat Murphy"
"4129",19,"Fine Gael","Mr. Thomas Francis (Jnr.) O'Higgins","Thomas Francis O'Higgins",NA,"O'Higgins",0,3,"Deputy O'Higgins","Deputy Thomas Francis O'Higgins"
"4130",19,"The Labour Party","Mr. David A. Thornley","David A. Thornley",NA,"Thornley",0,3,"Deputy Thornley","Deputy David A. Thornley"
"4131",19,"Fianna Fáil","Mr. Charles J. Haughey","Charles J. Haughey",NA,"Haughey",0,3,"Deputy Haughey","Deputy Charles J. Haughey"
"4132",19,"Fianna Fáil","Mr. Michael F. Kitt","Michael F. Kitt",NA,"Kitt",0,3,"Deputy Kitt","Deputy Michael F. Kitt"
"4133",19,"The Labour Party","Dr. Conor Cruise O'Brien","Conor Cruise O'Brien",NA,"O'Brien",0,3,"Deputy O'Brien","Deputy Conor Cruise O'Brien"
